Mask Number,Area (px^2),Center X (px),Center Y (px),DAPI - Clean Intensity (Magnitude/px^2),DAPI - Clean Standard Deviation (Magnitude),DAPI - Clean Background Intensity (Magnitude/px^2),FITC - Clean Intensity (Magnitude/px^2),FITC - Clean Standard Deviation (Magnitude),FITC - Clean Background Intensity (Magnitude/px^2),Alexa 594 Clean (620-60) Intensity (Magnitude/px^2),Alexa 594 Clean (620-60) Standard Deviation (Magnitude),Alexa 594 Clean (620-60) Background Intensity (Magnitude/px^2)
64,95,1323.0,284.0,4609.042105263158,660.2392202796804,250.0,4719.168421052632,676.4288525847948,96.0,7076.147368421052,906.6799027973535,132.0
65,181,110.5,285.5,721.6519337016574,154.19725951994826,258.0,1067.6298342541436,232.5018781154134,126.0,1334.9668508287293,211.91205986741255,163.0
66,201,664.5,288.5,388.0696517412935,87.35888692272876,265.99004975124376,624.9353233830846,149.86964601285985,110.0,737.1492537313433,155.0624313363501,134.0
67,217,13.5,281.5,380.2718894009217,73.70338949330981,251.0,531.9585253456221,92.0411197038248,131.0,803.0184331797235,131.14894568749347,167.0
68,345,87.5,294.0,905.895652173913,238.40319230902605,257.8695652173913,1407.3188405797102,369.6446869045886,126.0,1806.3826086956522,425.139667528173,163.0
69,285,1814.0,292.5,602.5824561403509,112.48419783041425,211.0,578.9859649122807,138.98566072379458,96.0,955.6280701754386,222.75029105937733,115.1719298245614
70,378,147.5,295.5,1461.5079365079366,357.12976962252515,257.34656084656086,2341.362433862434,587.6776741247006,125.79629629629629,2929.830687830688,607.9691923910353,162.61111111111111
71,280,248.0,297.5,1585.057142857143,390.82603948401476,222.0,1478.9535714285714,379.17418471302943,105.0,2434.2535714285714,549.6400092534617,122.0
72,229,1284.5,285.0,2590.825327510917,867.5264468720076,250.0,2728.187772925764,850.850366495562,96.0,4136.270742358079,1245.873770770083,132.0
73,200,705.5,304.5,420.29,72.74658913760686,266.0,625.295,131.84084350107656,110.0,719.72,143.36106015176924,134.0
74,196,108.5,308.0,840.9744897959183,166.83639879018247,258.0,1367.5561224489795,308.1385833966722,126.0,1575.2908163265306,240.771030963289,163.0
75,189,705.5,306.5,337.75132275132273,82.74510052247845,265.8095238095238,510.1216931216931,130.54505623636774,110.0,551.4338624338625,127.5155898537387,134.0
76,290,168.5,308.0,1252.551724137931,330.5471385599426,248.91724137931035,1917.6896551724137,495.5913809254878,120.0551724137931,2278.851724137931,518.887213058782,156.91724137931035
77,361,267.5,301.0,1039.5540166204987,291.95148568001207,222.0,1389.027700831025,359.72483976178745,105.0,1972.2603878116342,452.6713473111768,121.31301939058172
78,201,694.5,306.5,560.3134328358209,118.33987607166367,266.0,707.4477611940298,154.5385664080739,110.0,894.6268656716418,178.4467569742495,134.0
79,273,110.5,309.5,499.3369963369963,74.4480917746454,258.0,686.7032967032967,116.53964496850811,126.0,988.4029304029305,146.41760980827888,163.0
80,308,237.5,315.5,744.2792207792207,221.40829961148734,222.0,673.8474025974026,196.83871130153014,105.0,1141.3668831168832,233.73068066069152,122.4090909090909
81,179,151.0,318.5,1053.3296089385474,232.73459293280627,258.0,1201.1787709497207,277.0413334606809,126.0,1798.8826815642458,286.9247692997462,163.0
82,240,142.5,320.5,1400.1666666666667,347.458828320657,258.0,1908.0625,574.2909838685608,126.0,2617.2916666666665,696.0993700504681,163.0
83,139,1842.5,322.5,195.05755395683454,35.742592175481505,211.0,347.45323741007195,58.02750759763818,87.0,340.62589928057554,53.861641506881966,113.0
84,330,650.5,322.5,474.7818181818182,122.2315841128588,266.0,670.5363636363636,165.32868674706364,110.0,930.4242424242424,244.73323114304705,134.0
85,135,85.5,327.5,404.9037037037037,42.867354254806486,258.0,637.5111111111111,47.493419287538075,126.0,732.6370370370371,64.55538029849806,163.0
86,302,691.5,341.5,672.6788079470199,136.2208955091881,266.0,787.6887417218543,197.3724470711736,110.0,1176.9834437086092,262.6745324997875,134.0
87,220,78.5,334.5,733.7045454545455,191.616719266697,253.27272727272728,981.8909090909091,290.9523441796691,124.14545454545454,1405.1,325.7707530789771,155.64545454545456
88,129,6.5,347.0,308.2248062015504,39.180320377007654,216.0,470.06976744186045,64.18189313955102,115.0,540.7441860465116,65.76939816864004,143.0
89,239,122.5,348.5,373.0083682008368,72.68077963257075,258.0,468.4853556485356,89.48005032682217,126.0,737.0585774058577,129.72801508852308,163.0
90,135,700.0,354.0,896.9407407407407,131.0688985367097,266.0,372.64444444444445,70.26436929226503,110.0,892.7555555555556,123.79397103123237,134.0
91,140,23.5,352.5,240.56428571428572,42.916551235970985,221.68571428571428,408.00714285714287,61.93515946043504,115.0,492.62142857142857,61.66683143038831,143.0
92,476,121.0,352.5,384.4033613445378,76.65807273205715,256.109243697479,591.9411764705883,92.59233062409909,124.63025210084034,754.8760504201681,126.01436582243758,158.5924369747899
93,332,705.5,362.5,861.0602409638554,202.85525918445825,266.0,1275.3403614457832,318.8816396694829,110.0,1482.683734939759,333.96672859306835,134.0
94,212,641.5,366.5,1133.3396226415093,289.22843549913745,266.0,1338.245283018868,337.18486952051813,110.0,1700.0896226415093,372.3919691126176,134.0
95,252,694.5,366.5,800.6428571428571,192.82483698305376,266.0,1020.218253968254,258.1827466378826,110.0,1254.702380952381,280.3792300860232,134.0
96,192,62.5,371.5,401.25,73.57825196553438,237.171875,542.4270833333334,119.92281503666281,122.0,793.0572916666666,161.43616522928016,146.0
97,325,91.0,384.0,1148.446153846154,315.2939952152646,242.1169230769231,1820.273846153846,537.9925209095439,122.0,2108.6892307692306,496.2236018177184,146.0
98,223,661.5,378.5,1830.4708520179372,484.12558660540503,266.0,2497.3139013452915,696.2706772348334,110.0,2894.3497757847535,756.618344046222,134.0
99,116,1676.5,387.5,316.7931034482759,47.55235416681911,227.0,832.4655172413793,96.60258624987695,96.0,443.7931034482759,55.45205798374559,110.48275862068965
100,250,170.5,394.5,382.8,58.31165403231102,232.22,436.636,70.76846902989587,111.516,664.448,98.6770283281712,142.216
101,125,91.0,385.5,887.632,192.25778796256364,241.0,595.776,120.21015629895568,122.0,1344.96,204.02009704928582,146.0
102,88,46.5,392.5,488.97727272727275,60.23020536619058,233.82954545454547,637.9545454545455,66.51936181551001,121.0,771.1818181818181,62.01808142987355,149.6590909090909
103,177,124.5,394.5,704.276836158192,181.65632253573207,241.0,1682.3898305084747,419.7033862098257,122.0,1291.5762711864406,266.15664411483584,146.0
104,70,1004.0,378.5,2974.5142857142855,488.150865930711,246.0,3588.957142857143,508.2358358117937,100.0,4789.128571428571,690.4578594625318,122.0
105,307,23.5,398.5,1127.5179153094462,328.28140652119697,230.54071661237785,1955.1791530944624,538.1436233038057,117.0,2346.9185667752445,588.9356661275957,153.0
106,128,105.0,401.5,490.7578125,85.38691430971522,241.0,802.8515625,142.44192571804047,122.0,848.1015625,114.01649554946813,146.0
107,87,172.5,401.5,296.18390804597703,32.51959292618018,228.50574712643677,333.39080459770116,26.8390362708825,109.80459770114942,508.735632183908,40.98991928542832,134.183908045977
108,305,331.0,401.5,1280.4360655737705,359.6946301857585,237.0,1801.8262295081968,682.5507253902837,87.58360655737705,2253.6426229508197,721.2444792407098,122.0
109,344,1006.0,393.0,2686.1482558139537,572.6530183399533,246.0,2994.1627906976746,625.7011900682553,100.0,4343.456395348837,823.6996207043484,122.0
110,373,85.5,415.5,500.78016085790887,98.1848976242245,234.3941018766756,689.6193029490616,130.55983612577887,121.59517426273459,946.1903485254692,166.18798047041543,146.0
111,97,1030.5,414.0,909.0,129.78780759377975,246.0,1226.6082474226805,209.78737036486444,100.0,1572.020618556701,264.1364064969337,122.0
112,98,181.0,419.5,256.8469387755102,40.40653005325582,223.66326530612244,434.0612244897959,66.73116033241077,105.06122448979592,429.0612244897959,50.917927964282754,125.15306122448979
113,208,22.0,422.5,855.9134615384615,182.19754160179446,230.45192307692307,1174.1538461538462,274.90589586136304,117.0,1589.8365384615386,346.9115386713482,153.0
114,124,105.0,421.0,384.7741935483871,70.4659104238686,234.0,527.8467741935484,100.15654773678172,121.37096774193549,696.0403225806451,108.26566235618544,146.0
115,203,671.5,431.5,1013.7241379310345,202.44567235695624,248.03940886699507,2122.522167487685,506.5698795062743,102.29556650246306,1695.2610837438424,332.79478976073074,124.0
116,190,59.5,435.5,370.58947368421053,62.25055954561928,231.0,541.1947368421053,95.35141893986535,113.0578947368421,690.6368421052632,106.6644826687441,141.05263157894737
117,297,1030.5,435.5,861.5319865319865,185.4120497604677,243.05387205387206,1143.6026936026935,251.80589047757917,99.0,1493.4377104377104,342.40396709329553,122.0
118,230,670.0,431.5,877.7782608695652,188.97676310222744,245.0,1764.7739130434782,471.94059208824575,101.8391304347826,1442.6478260869565,338.7732587539664,124.0
119,331,1847.5,449.5,2157.0664652567975,599.6536488668155,222.0,2536.6978851963745,715.7764247781846,98.0,3622.8277945619334,991.052640843104,113.0
120,192,92.5,451.0,240.98958333333334,39.93528660290103,230.5,341.5,41.07571861435736,111.66145833333333,479.6666666666667,56.76878182485368,141.0
121,95,32.5,454.5,196.82105263157894,33.33612791570272,229.38947368421051,327.2421052631579,37.67800752215894,113.23157894736842,363.3578947368421,36.02597047564721,141.0842105263158
